game_id,season,week,away_team,away_score,home_team,home_score,result,total,overtime,spread_line,proj_margin,abs_error,vegas_abs_error,sqd_error,vegas_sqd_error,straight_up_win,vegas_straight_up_win,ATS_win,AE_ATS_win
2024_02_LAC_CAR,2024,2,LAC,26,CAR,3,-23,29,0,-5,-22.25862946750584,0.7413705324941589,18,0.5496302664506727,324,1,1,1,1
2024_02_NO_DAL,2024,2,NO,44,DAL,19,-25,63,0,6.5,-2.5409183804385087,22.45908161956149,31.5,504.4103471941248,992.25,1,0,1,1
2024_02_TB_DET,2024,2,TB,20,DET,16,-4,36,0,7.5,-2.986318979409079,1.013681020590921,11.5,1.0275492115062512,132.25,1,0,1,1
2024_02_IND_GB,2024,2,IND,10,GB,16,6,26,0,-3,5.247275790913764,0.752724209086236,9,0.5665937349444996,81,1,0,1,1
2024_02_CLE_JAX,2024,2,CLE,18,JAX,13,-5,31,0,3,4.9481192209657205,9.94811922096572,8,98.96507603454762,64,0,0,0,0
2024_02_SF_MIN,2024,2,SF,17,MIN,23,6,40,0,-4.5,-12.261640558583489,18.261640558583487,10.5,333.4875158909014,110.25,0,0,0,0
2024_02_SEA_NE,2024,2,SEA,23,NE,20,-3,43,1,-3.5,-1.5681728535933588,1.4318271464066412,0.5,2.050128977186985,0.25,1,1,1,0
2024_02_NYJ_TEN,2024,2,NYJ,24,TEN,17,-7,41,0,-3.5,16.14174248860525,23.14174248860525,3.5,535.5402454089175,12.25,0,1,0,0
2024_02_NYG_WAS,2024,2,NYG,18,WAS,21,3,39,0,1.5,-2.893818072435561,5.893818072435561,1.5,34.73709147096803,2.25,0,1,0,0
2024_02_LA_ARI,2024,2,LA,10,ARI,41,31,51,0,-1,-6.927601413616957,37.927601413616955,32,1438.5029489901988,1024,0,0,0,0
2024_02_PIT_DEN,2024,2,PIT,13,DEN,6,-7,19,0,-3,-5.821585005497868,1.1784149945021325,4,1.3886618992674604,16,1,1,1,1
2024_02_CIN_KC,2024,2,CIN,25,KC,26,1,51,0,6.5,17.065539973286576,16.065539973286576,5.5,258.10157463326885,30.25,1,1,0,0
2024_02_CHI_HOU,2024,2,CHI,13,HOU,19,6,32,0,6,5.4270040002877735,0.5729959997122265,0,0.32832441568621384,0,1,1,0,0
2024_02_ATL_PHI,2024,2,ATL,22,PHI,21,-1,43,0,5.5,8.22958046906221,9.22958046906221,6.5,85.1851556348946,42.25,0,0,0,0
2024_03_NE_NYJ,2024,3,NE,3,NYJ,24,21,27,0,6.5,-1.5059274775353266,22.505927477535327,14.5,506.5167716240797,210.25,0,1,0,0
2024_03_NYG_CLE,2024,3,NYG,21,CLE,15,-6,36,0,6.5,13.187956298562057,19.187956298562057,12.5,368.1776669155273,156.25,0,0,0,0
2024_03_CHI_IND,2024,3,CHI,16,IND,21,5,37,0,1.5,0.0684989102912037,4.931501089708796,3.5,24.31970299779904,12.25,1,1,0,0
2024_03_HOU_MIN,2024,3,HOU,7,MIN,34,27,41,0,-2,1.733234169819161,25.266765830180837,29,638.4094555171939,841,1,0,1,1
2024_03_PHI_NO,2024,3,PHI,15,NO,12,-3,27,0,2.5,20.22914869717451,23.22914869717451,5.5,539.5933491954441,30.25,0,0,0,0
2024_03_LAC_PIT,2024,3,LAC,10,PIT,20,10,30,0,3,-2.7451589321434735,12.745158932143474,7,162.43907620559656,49,0,1,0,0
2024_03_DEN_TB,2024,3,DEN,26,TB,7,-19,33,0,6,13.6392756790776,32.6392756790776,25,1065.3223168548266,625,0,0,0,0
2024_03_GB_TEN,2024,3,GB,30,TEN,14,-16,44,0,3,-2.7044831047382107,13.29551689526179,19,176.7707695121917,361,1,0,1,1
2024_03_CAR_LV,2024,3,CAR,36,LV,22,-14,58,0,5.5,16.94132069100563,30.94132069100563,19.5,957.365326103653,380.25,0,0,0,0
2024_03_MIA_SEA,2024,3,MIA,3,SEA,24,21,27,0,4,2.1809381308473363,18.819061869152662,17,354.1570896349957,289,1,1,0,0
2024_03_DET_ARI,2024,3,DET,20,ARI,13,-7,33,0,-3,-0.6648825379985452,6.335117462001454,4,40.13371325735575,16,1,1,0,0
2024_03_BAL_DAL,2024,3,BAL,28,DAL,25,-3,53,0,-1.5,2.1387812002203166,5.138781200220317,1.5,26.407072223737757,2.25,0,1,0,0
2024_03_SF_LA,2024,3,SF,24,LA,27,3,51,0,-6,-13.648494329229816,16.648494329229816,9,277.17236343039735,81,0,0,0,0
2024_03_KC_ATL,2024,3,KC,22,ATL,17,-5,39,0,-3,-7.738482539266152,2.738482539266152,2,7.499286617865592,4,1,1,1,0
2024_03_JAX_BUF,2024,3,JAX,10,BUF,47,37,57,0,4,12.639404566843195,24.360595433156803,33,593.43860985794,1089,1,1,1,1
2024_03_WAS_CIN,2024,3,WAS,38,CIN,33,-5,71,0,7.5,12.556901352395194,17.556901352395194,12.5,308.2447850977362,156.25,0,0,0,0
2024_04_DAL_NYG,2024,4,DAL,20,NYG,15,-5,35,0,-5.5,-11.389026672482744,6.3890266724827445,0.5,40.81966182169593,0.25,1,1,0,0
2024_04_NO_ATL,2024,4,NO,24,ATL,26,2,50,0,2.5,-11.267953613377443,13.267953613377443,0.5,176.03859308673557,0.25,0,1,1,0
2024_04_CIN_CAR,2024,4,CIN,34,CAR,24,-10,58,0,-4.5,-8.945748894071153,1.0542511059288469,5.5,1.1114453943521967,30.25,1,1,1,1
2024_04_LA_CHI,2024,4,LA,18,CHI,24,6,42,0,3,4.3617733691093985,1.6382266308906015,3,2.683786494159171,9,1,1,1,1
2024_04_MIN_GB,2024,4,MIN,31,GB,29,-2,60,0,2.5,0.2863981669434752,2.286398166943475,4.5,5.2276165778024835,20.25,0,0,1,1
2024_04_JAX_HOU,2024,4,JAX,20,HOU,24,4,44,0,5.5,9.89551085856712,5.895510858567119,1.5,34.75704828348282,2.25,1,1,0,0
2024_04_PIT_IND,2024,4,PIT,24,IND,27,3,51,0,-2.5,-2.595184893025994,5.595184893025994,5.5,31.306093987146305,30.25,0,0,0,0
2024_04_DEN_NYJ,2024,4,DEN,10,NYJ,9,-1,19,0,7.5,-0.27308839621970815,0.7269116037802918,8.5,0.528400479710436,72.25,1,0,1,1
2024_04_PHI_TB,2024,4,PHI,16,TB,33,17,49,0,-1,5.082552973052559,11.91744702694744,18,142.0255436400984,324,1,0,1,1
2024_04_WAS_ARI,2024,4,WAS,42,ARI,14,-28,56,0,3.5,8.548071340065015,36.548071340065015,31.5,1335.7615186784817,992.25,0,0,0,0
2024_04_NE_SF,2024,4,NE,13,SF,30,17,43,0,10.5,16.16506645307892,0.8349335469210786,6.5,0.6971140277742129,42.25,1,1,1,1
2024_04_KC_LAC,2024,4,KC,17,LAC,10,-7,27,0,-7.5,-2.1278007128679857,4.872199287132014,0.5,23.73832589352971,0.25,1,1,1,0
2024_04_CLE_LV,2024,4,CLE,16,LV,20,4,36,0,-2.5,-4.21259286639807,8.212592866398069,6.5,67.44668158921245,42.25,0,0,0,0
2024_04_BUF_BAL,2024,4,BUF,10,BAL,35,25,45,0,2.5,-2.406827575288805,27.406827575288805,22.5,751.1341977416108,506.25,0,1,0,0
2024_04_TEN_MIA,2024,4,TEN,31,MIA,12,-19,43,0,2.5,9.937552653695844,28.93755265369585,21.5,837.3819535854195,462.25,0,0,0,0
2024_04_SEA_DET,2024,4,SEA,29,DET,42,13,71,0,3.5,1.627532673080251,11.372467326919748,9.5,129.3330131018572,90.25,1,1,0,0
2024_05_TB_ATL,2024,5,TB,30,ATL,36,6,66,1,2.5,-4.529650903104361,10.52965090310436,3.5,110.87354814124647,12.25,0,1,0,0
2024_05_NYJ_MIN,2024,5,NYJ,17,MIN,23,6,40,0,2.5,6.947319233253326,0.9473192332533262,3.5,0.8974137296916699,12.25,1,1,1,1
2024_05_CAR_CHI,2024,5,CAR,10,CHI,36,26,46,0,4,13.734566680569326,12.265433319430674,22,150.44085451340015,484,1,1,1,1
2024_05_BAL_CIN,2024,5,BAL,41,CIN,38,-3,79,1,-2.5,-7.204440742867653,4.204440742867653,0.5,17.6773219602855,0.25,1,1,1,0
2024_05_BUF_HOU,2024,5,BUF,20,HOU,23,3,43,0,1,-4.237573117671785,7.237573117671785,2,52.38246463364528,4,0,1,0,0
2024_05_IND_JAX,2024,5,IND,34,JAX,37,3,71,0,3.5,-1.2024369791390122,4.202436979139012,0.5,17.660476563635026,0.25,0,1,1,0
2024_05_MIA_NE,2024,5,MIA,15,NE,10,-5,25,0,-2,-4.283604965903406,0.7163950340965943,3,0.5132218448782605,9,1,1,1,1
2024_05_CLE_WAS,2024,5,CLE,13,WAS,34,21,47,0,3,-2.0762910189380275,23.07629101893803,18,532.5152071907199,324,0,1,0,0
2024_05_LV_DEN,2024,5,LV,18,DEN,34,16,52,0,3,6.246411088876774,9.753588911123227,13,95.132496647186,169,1,1,1,1
2024_05_ARI_SF,2024,5,ARI,24,SF,23,-1,47,0,7,20.223206207590135,21.223206207590135,8,450.4244817298924,64,0,0,0,0
2024_05_GB_LA,2024,5,GB,24,LA,19,-5,43,0,-3,-0.5068118216557902,4.49318817834421,2,20.188740006012157,4,1,1,0,0
2024_05_NYG_SEA,2024,5,NYG,29,SEA,20,-9,49,0,7,10.020065451779324,19.020065451779324,16,361.7628897899694,256,0,0,0,0
2024_05_DAL_PIT,2024,5,DAL,20,PIT,17,-3,37,0,2.5,-2.8325651982852618,0.16743480171473824,5.5,0.02803441282525371,30.25,1,0,1,1
2024_05_NO_KC,2024,5,NO,13,KC,26,13,39,0,5.5,1.75387975014287,11.24612024985713,7.5,126.4752206742466,56.25,1,1,0,0
2024_06_SF_SEA,2024,6,SF,36,SEA,24,-12,60,0,-3.5,-6.51993786110838,5.48006213889162,8.5,30.0310810461134,72.25,1,1,1,1
2024_06_JAX_CHI,2024,6,JAX,16,CHI,35,19,51,0,-1.5,6.304833736152706,12.695166263847295,20.5,161.16724646672648,420.25,1,0,1,1
2024_06_WAS_BAL,2024,6,WAS,23,BAL,30,7,53,0,6.5,16.02150567618351,9.021505676183509,0.5,81.38756466541126,0.25,1,1,1,0
2024_06_ARI_GB,2024,6,ARI,13,GB,34,21,47,0,5.5,12.038257825268648,8.961742174731352,15.5,80.31282280635862,240.25,1,1,1,1
2024_06_HOU_NE,2024,6,HOU,41,NE,21,-20,62,0,-6.5,-5.808800586161533,14.191199413838467,13.5,201.39014080332925,182.25,1,1,0,0
2024_06_TB_NO,2024,6,TB,51,NO,27,-24,78,0,-3.5,6.437242405284871,30.43724240528487,20.5,926.42572523807155,420.25,0,1,0,0
2024_06_CLE_PHI,2024,6,CLE,16,PHI,20,4,36,0,8,0.3675748709760782,3.632425129023922,4,13.194512317964454,16,1,1,1,1
2024_06_IND_TEN,2024,6,IND,20,TEN,17,-3,37,0,2.5,2.7125787214538937,5.712578721453894,5.5,32.6335556488078,30.25,0,0,0,0
2024_06_LAC_DEN,2024,6,LAC,23,DEN,16,-7,39,0,-3,2.101963807743181,9.10196380774318,4,82.84574515746674,16,0,1,0,0
2024_06_PIT_LV,2024,6,PIT,32,LV,13,-19,45,0,-3.5,-1.4735900837972964,17.526409916202702,15.5,307.1750445507684,240.25,1,1,0,0
2024_06_ATL_CAR,2024,6,ATL,38,CAR,20,-18,58,0,-6,-5.880143608850747,12.119856391149252,12,146.89091894208138,144,1,1,0,0
2024_06_DET_DAL,2024,6,DET,47,DAL,9,-38,56,0,-3.5,5.556197072008681,43.55619707200868,34.5,1897.1423033756573,1190.25,0,1,0,0
2024_06_CIN_NYG,2024,6,CIN,17,NYG,7,-10,24,0,-4.5,-2.94809800836541,7.05190199163459,5.5,49.7293216996199,30.25,1,1,0,0
2024_06_BUF_NYJ,2024,6,BUF,23,NYJ,20,-3,43,0,-1,-8.402595264323216,5.402595264323216,2,29.188035590087637,4,1,1,1,0
