team,week,VoA_Output,VoA_Ranking_Ovr,VoA_Rating_Ovr
CIN,4,16,12,1.2740716388975362
SEA,4,15.28125,13,0.442608935664652
PIT,4,14.375,14,0.4299307206294951
LAC,4,16.03125,15,0.14058020719582554
MIA,4,14.78125,16,-0.34836246030008255
CLE,4,18.21875,17,-0.4069394581964368
DEN,4,16.71875,18,-0.5406260554046796
CHI,4,16.34375,19,-0.6667082837670444
LA,4,18.75,20,-1.2916713934809645
NYJ,4,16.09375,21,-2.3378998584077246
IND,4,15.78125,22,-2.4278947480354924
TEN,4,16.4375,23,-3.3237586809019746
PHI,4,17.34375,24,-4.073377784593427
LV,4,18.34375,25,-4.287037144281453
ATL,4,16.6875,26,-4.572178584892939
WAS,4,19.9375,27,-4.983230477134464
JAX,4,20.3125,28,-6.130331727174505
NYG,4,20.4375,29,-7.077456516114672
NE,4,21.40625,30,-7.131967426203488
ARI,4,19.75,31,-7.665683290374613
CAR,4,23.53125,32,-11.901274964336372
BAL,5,8.1875,1,10.057639888398525
KC,5,9.75,2,9.285900890027182
SF,5,9.96875,3,8.284554354065016
BUF,5,11.28125,4,7.974960950478035
DAL,5,13.03125,5,6.572284212433566
NO,5,12.78125,6,5.592507039217949
MIN,5,11.46875,7,4.096809386011242
DET,5,13.40625,8,3.5160871404248852
GB,5,12.75,9,3.352070245579404
CHI,5,14.59375,10,2.084050117691075
MIA,5,13.875,11,1.7708703930245508
TB,5,14.5,12,1.6552646339330785
HOU,5,13.15625,13,1.2879221227381594
LAC,5,16.09375,14,0.28334411917350577
CIN,5,16.75,15,0.058829432517005065
DEN,5,15.75,16,-0.11469207308331342
SEA,5,16.40625,17,-0.7353835070433649
PIT,5,15.34375,18,-1.1125814367932807
CLE,5,18.78125,19,-1.979659490533737
LA,5,18.90625,20,-2.0638595179128885
TEN,5,16.40625,21,-2.713853069574588
IND,5,16.71875,22,-2.926431791028482
NYJ,5,16.34375,23,-2.9276343138451804
WAS,5,19.5625,24,-3.4638657877849823
ATL,5,17.4375,25,-3.9437841562560814
PHI,5,17.625,26,-4.112084619557659
JAX,5,19.53125,27,-4.220783618461631
LV,5,19.09375,28,-5.086171520590577
NYG,5,19.71875,29,-5.389268575848405
ARI,5,19.96875,30,-6.1861875796892445
NE,5,20.28125,31,-7.020878463423374
CAR,5,23.96875,32,-12.323927765106827
