team,week,VoA_Output,VoA_Ranking_Ovr,VoA_Rating_Ovr
CIN,4,16,12,1.2740716388975362
SEA,4,15.28125,13,0.442608935664652
PIT,4,14.375,14,0.4299307206294951
LAC,4,16.03125,15,0.14058020719582554
MIA,4,14.78125,16,-0.34836246030008255
CLE,4,18.21875,17,-0.4069394581964368
DEN,4,16.71875,18,-0.5406260554046796
CHI,4,16.34375,19,-0.6667082837670444
LA,4,18.75,20,-1.2916713934809645
NYJ,4,16.09375,21,-2.3378998584077246
IND,4,15.78125,22,-2.4278947480354924
TEN,4,16.4375,23,-3.3237586809019746
PHI,4,17.34375,24,-4.073377784593427
LV,4,18.34375,25,-4.287037144281453
ATL,4,16.6875,26,-4.572178584892939
WAS,4,19.9375,27,-4.983230477134464
JAX,4,20.3125,28,-6.130331727174505
NYG,4,20.4375,29,-7.077456516114672
NE,4,21.40625,30,-7.131967426203488
ARI,4,19.75,31,-7.665683290374613
CAR,4,23.53125,32,-11.901274964336372
BAL,5,8.1875,1,10.057639888398525
KC,5,9.75,2,9.285900890027182
SF,5,9.96875,3,8.284554354065016
BUF,5,11.28125,4,7.974960950478035
DAL,5,13.03125,5,6.572284212433566
NO,5,12.78125,6,5.592507039217949
MIN,5,11.46875,7,4.096809386011242
DET,5,13.40625,8,3.5160871404248852
GB,5,12.75,9,3.352070245579404
CHI,5,14.59375,10,2.084050117691075
MIA,5,13.875,11,1.7708703930245508
TB,5,14.5,12,1.6552646339330783
HOU,5,13.15625,13,1.2879221227381594
LAC,5,16.09375,14,0.28334411917350577
CIN,5,16.75,15,0.05882943251700506
DEN,5,15.75,16,-0.11469207308331342
SEA,5,16.40625,17,-0.7353835070433649
PIT,5,15.34375,18,-1.1125814367932807
CLE,5,18.78125,19,-1.979659490533737
LA,5,18.90625,20,-2.0638595179128885
TEN,5,16.40625,21,-2.713853069574588
IND,5,16.71875,22,-2.926431791028482
NYJ,5,16.34375,23,-2.9276343138451804
WAS,5,19.5625,24,-3.4638657877849823
ATL,5,17.4375,25,-3.943784156256082
PHI,5,17.625,26,-4.112084619557659
JAX,5,19.53125,27,-4.220783618461631
LV,5,19.09375,28,-5.086171520590577
NYG,5,19.71875,29,-5.389268575848405
ARI,5,19.96875,30,-6.1861875796892445
NE,5,20.28125,31,-7.020878463423374
CAR,5,23.96875,32,-12.323927765106829
BAL,6,6.75301311066306,1,10.366565833932857
SF,6,7.198762172687503,2,9.6766756749615
KC,6,6.893708154254065,3,9.196643219739176
DET,6,8.180162228539414,4,7.315703713699667
BUF,6,7.623601657828464,5,7.245375771065024
GB,6,8.00353048884678,6,4.475934854974193
MIN,6,7.564985352257551,7,4.140230125548451
DAL,6,8.924133975729708,8,3.9218601275598832
NO,6,8.46857997976999,9,3.8826309144661537
HOU,6,8.069544875252465,10,3.5071899103242106
CHI,6,8.330320364437847,11,3.0698117290535594
TB,6,7.981624653157444,12,2.9724395125744056
MIA,6,8.30818986311327,13,2.5365310378774995
CIN,6,9.071107703156674,14,0.5997125180681582
PIT,6,8.144464360278281,15,0.4655418010762491
LAC,6,8.854096045516997,16,-2.7780043798908416e-4
DEN,6,8.97976733703266,17,-1.2507502773806665
SEA,6,9.4027639800828,18,-1.733422340494255
CLE,6,9.660865513777663,19,-1.887857198524609
LA,6,9.811661022527764,20,-1.9046611324393536
ATL,6,8.82549130713564,21,-2.160949677795948
IND,6,9.243613255379696,22,-2.254937912081896
PHI,6,9.343361510391464,23,-2.7393869804357163
NYJ,6,8.505029832529328,24,-3.007022053588398
TEN,6,8.679475774023654,25,-3.252134402627347
WAS,6,10.326796606003066,26,-4.45968212914484
JAX,6,10.138081921027814,27,-4.949509981387171
LV,6,9.661808070532285,28,-6.247843807573929
NYG,6,9.9189686208067,29,-7.347879766033045
ARI,6,10.42246845698763,30,-7.796116590232616
NE,6,9.670536700042849,31,-9.03326946687432
CAR,6,11.057162438687934,32,-13.199340713218326
BAL,7,8.25,1,10.81521028915595
DET,7,11.125,2,8.632843742627566
BUF,7,10.46875,3,8.601502422432617
SF,7,11.0625,4,8.108176858835858
KC,7,9.375,5,7.897465529626614
GB,7,11.625,6,5.424055388929609
MIN,7,11.28125,7,4.868591718478209
HOU,7,13.09375,8,4.734065113173372
PIT,7,13.46875,9,4.520955305883923
CHI,7,13.90625,10,3.4392894598233386
CIN,7,15.4375,11,2.203040635730246
LAC,7,15.78125,12,1.990828830350092
NO,7,15.9375,13,1.6205221778376704
DEN,7,14.1875,14,1.509635838933863
DAL,7,17.125,15,1.0720328600734974
WAS,7,17.71875,16,0.8445903964842711
TB,7,15,17,0.6037956294746258
PHI,7,13.9375,18,0.27394663014948417
MIA,7,15.5625,19,-0.4273248370012448
SEA,7,16.375,20,-0.5747188067185426
IND,7,16.15625,21,-1.0232627820681763
ATL,7,17.03125,22,-3.5066611020894944
CLE,7,19.84375,23,-3.6751570143925503
NYJ,7,16.6875,24,-4.564601580348437
LV,7,19.40625,25,-4.654679639571678
TEN,7,17.96875,26,-4.982660458965378
JAX,7,19.5,27,-4.990473773884882
LA,7,19.09375,28,-5.117313458613893
ARI,7,20.09375,29,-6.734042311677254
NYG,7,20.8125,30,-8.354773150744636
NE,7,21.34375,31,-9.953442500615756
CAR,7,24.6875,32,-15.28858189432661
DET,8,10.65625,1,11.088185800719474
BAL,8,8.28125,2,10.433794974005432
BUF,8,9.78125,3,10.278156050171528
SF,8,10.375,4,8.772436210725818
KC,8,9.1875,5,8.283964218755893
GB,8,11.875,6,5.1210489380722874
HOU,8,13.15625,7,4.066794835053802
PIT,8,13.34375,8,4.0635778641175815
MIN,8,11.8125,9,3.85729748932211
LAC,8,15.1875,10,3.24490918478447
CHI,8,14.9375,11,2.5820375986543658
PHI,8,13.0625,12,2.3331488525157917
DEN,8,14.21875,13,1.3153560771577382
WAS,8,17.65625,14,1.1782024412900909
NO,8,16.375,15,0.898494354213921
DAL,8,17.8125,16,0.34042300958756844
CIN,8,16.375,17,-0.491342647807281
MIA,8,15.28125,18,-0.549912380029352
TB,8,15.46875,19,-1.116315288436198
IND,8,16.40625,20,-1.9744968645582448
SEA,8,17.6875,21,-2.3677180514346916
CLE,8,19.78125,22,-2.72997002231117
ATL,8,16.21875,23,-2.9955795103697365
LA,8,18.25,24,-3.89802004534944
LV,8,19.875,25,-4.37725754176091
NYJ,8,17.25,26,-4.60099737581126
JAX,8,19.40625,27,-4.680753918341516
ARI,8,19.875,28,-6.283908921540318
TEN,8,18.9375,29,-6.472705068442616
NYG,8,20.9375,30,-8.419352159337043
NE,8,20.75,31,-9.041225798837404
CAR,8,24.78125,32,-14.518441071943284
DET,9,9.53125,1,12.454817176137889
BUF,9,11,2,10.64338561033162
BAL,9,10.4375,3,8.5595373913858
PIT,9,12.28125,4,8.17166553864438
SF,9,12,5,7.392401005560189
LAC,9,12.5625,6,7.311184868761676
WAS,9,14.25,7,7.076694773428156
KC,9,10.78125,8,7.064710697154517
MIN,9,11.3125,9,6.433709366285764
PHI,9,10.4375,10,5.849473414524985
GB,9,11.96875,11,5.360925410909241
CIN,9,14.34375,12,3.8006117701728703
HOU,9,14.375,13,2.709852398149915
CHI,9,15.875,14,0.5998677432514394
DEN,9,14.59375,15,0.0731368878032157
NO,9,16.75,16,-0.5235923582935362
ATL,9,15.1875,17,-1.2902405956566358
TB,9,16.125,18,-1.6269375623518936
SEA,9,17.28125,19,-1.6616458734079211
IND,9,16.40625,20,-2.3762586909207717
ARI,9,17.96875,21,-3.4163630942451135
MIA,9,16.53125,22,-3.7986336986353826
DAL,9,20.3125,23,-4.487207066354624
NYJ,9,16.65625,24,-4.765354123426377
LA,9,18.3125,25,-5.349844174002581
TEN,9,18.21875,26,-6.268458947290993
LV,9,21.1875,27,-6.6476038097095485
JAX,9,19.25,28,-6.880877492907829
CLE,9,21.8125,29,-7.476664369412916
NYG,9,20.84375,30,-7.790868047012045
NE,9,21.15625,31,-8.508827726188674
CAR,9,24.5,32,-14.643185701746331
DET,10,8.78125,1,12.18980149127069
WAS,10,13.28125,2,10.612014756764696
BUF,10,10.90625,3,10.329500114671363
PHI,10,8.1875,4,9.73563507923982
LAC,10,12.15625,5,9.547314471320709
MIN,10,11.125,6,8.358460421934694
PIT,10,12.125,7,7.857440583612783
SF,10,12.59375,8,6.733740725595908
KC,10,11.5625,9,6.584616093162615
BAL,10,12.0625,10,6.041130064272143
GB,10,12.59375,11,5.511982615092501
CIN,10,14.3125,12,3.960097937046994
HOU,10,14.65625,13,3.3274299827467155
NO,10,16.4375,14,-0.0617632406067756
ARI,10,15.25,15,-0.3257697315911483
IND,10,16.96875,16,-0.9624605853370382
ATL,10,15.9375,17,-1.1908555429319096
DEN,10,14.21875,18,-1.441378682869139
SEA,10,16.9375,19,-1.6086661096074302
CHI,10,17.21875,20,-1.6710517428596208
TB,10,17.53125,21,-2.5721733659273776
MIA,10,16.28125,22,-4.599787688171771
NYJ,10,18.0625,23,-6.180993055188404
LA,10,19.3125,24,-6.317102788241692
NE,10,19.28125,25,-6.332067514017399
TEN,10,18.34375,26,-7.361698019668562
NYG,10,20.59375,27,-7.467561640230542
LV,10,21.15625,28,-7.884326840529234
DAL,10,22.625,29,-8.489328520763385
JAX,10,19.9375,30,-8.89409238139716
CLE,10,22.46875,31,-8.905932336088714
CAR,10,22.96875,32,-13.237334983921045
DET,11,6.59375,1,17.994927707521395
PHI,11,7.25,2,12.336595523888148
WAS,11,12.40625,3,11.158553441513034
BUF,11,10.1875,4,11.077746057609517
PIT,11,12.3125,5,9.145686106528366
LAC,11,11.46875,6,8.914770828913223
MIN,11,10.875,7,8.618646437894666
GB,11,12.34375,8,6.111792083025495
SF,11,12.15625,9,5.899713050332824
KC,11,12.09375,10,5.662322396144003
HOU,11,12.8125,11,5.138436574873484
BAL,11,11,12,4.59168473261391
CIN,11,13.78125,13,3.690816436933649
DEN,11,11.71875,14,2.093828076832279
NO,11,14.375,15,1.263465535721767
ARI,11,13.78125,16,0.6912398751488427
SEA,11,15.34375,17,-0.3338395850035872
IND,11,14.875,18,-0.4524283514911901
CHI,11,17.28125,19,-2.8251762170377015
TB,11,16.71875,20,-3.109950110527376
MIA,11,14.78125,21,-3.2268029007870034
ATL,11,15.8125,22,-3.62973089259045
LA,11,16.78125,23,-6.560356067559979
NYJ,11,16.5625,24,-6.870588386457571
NE,11,18.875,25,-6.873774158094893
TEN,11,16.34375,26,-7.091685875393774
NYG,11,18.78125,27,-7.476692975246579
LV,11,20.3125,28,-10.14033090640804
CLE,11,22.1875,29,-11.834723212741798
DAL,11,22.34375,30,-12.337380653234431
JAX,11,19.96875,31,-13.401593466176369
CAR,11,20.9375,32,-14.584782789072532
DET,12,6.40625,1,17.692916777451554
PHI,12,7.0625,2,12.959522039577244
BUF,12,10.4375,3,12.049657867539931
WAS,12,12.90625,4,8.685060167780296
PIT,12,12.65625,5,8.413343018507
LAC,12,12.09375,6,8.288429805537886
MIN,12,10.71875,7,8.197836031407647
GB,12,11.625,8,8.1046758009072
KC,12,11.84375,9,5.821618091444204
BAL,12,11,10,5.2594509192422425
HOU,12,13.5,11,4.223454958530064
CIN,12,14.09375,12,3.601465088638641
SF,12,12.75,13,2.9696294785690553
DEN,12,11.5,14,2.5280050819455564
ARI,12,13.75,15,1.4433741020639508
NO,12,14.3125,16,1.0076513552191528
TB,12,15.40625,17,0.8524779628456827
MIA,12,13.59375,18,-0.3238352782626168
SEA,12,14.90625,19,-0.8508541765073241
IND,12,15.71875,20,-1.7743775420350998
CHI,12,17.46875,21,-2.2899982065249658
ATL,12,15.8125,22,-2.665359259927304
TEN,12,15.625,23,-5.616475952007187
NYJ,12,16.71875,24,-6.458183024470898
LA,12,17.75,25,-8.03310788631598
NE,12,19.65625,26,-8.985560349635822
CLE,12,22.09375,27,-9.361826020440295
DAL,12,21.6875,28,-9.60265415459143
NYG,12,19.75,29,-9.642746220563042
LV,12,20.34375,30,-11.79151047436322
CAR,12,21.15625,31,-14.112369718660846
JAX,12,20.28125,32,-14.369693213992775
DET,13,6.375,1,17.050413685302495
BUF,13,9.84375,2,13.421597383667072
PHI,13,7.125,3,11.903548105471426
WAS,13,12.09375,4,9.513964207959404
PIT,13,12.03125,5,8.72155055663108
GB,13,11.25,6,8.345665617794797
MIN,13,10.40625,7,6.774351241226139
LAC,13,12.09375,8,6.635639197462396
KC,13,12.28125,9,5.397100908985325
BAL,13,11.28125,10,4.7732869580751185
HOU,13,13.1875,11,4.314709309643401
CIN,13,14.625,12,3.1152227382684163
DEN,13,11.78125,13,1.7890827749633127
TB,13,15.59375,14,1.2797274705253423
ARI,13,14.15625,15,1.1244724847877838
NO,13,15.125,16,0.2863973049007127
SF,13,13.9375,17,0.1248730214626943
SEA,13,15.03125,18,-0.02130029780051089
IND,13,15.9375,19,-0.9724748430883604
ATL,13,15.875,20,-1.169171208733542
MIA,13,14.03125,21,-1.2676972963282185
CHI,13,17.5625,22,-2.8953479945638314
NYJ,13,16.4375,23,-5.924282615683331
TEN,13,16.1875,24,-7.249617128434016
CLE,13,21.46875,25,-7.252642975604857
NE,13,19,26,-7.510406852445883
LA,13,16.8125,27,-7.713831967687758
NYG,13,19.59375,28,-8.018851556651972
DAL,13,21.09375,29,-10.511959889236987
LV,13,19.71875,30,-11.14401421788556
CAR,13,21.15625,31,-13.77380140026931
JAX,13,20.28125,32,-14.055554476135992
DET,14,7,1,16.37423179864738
BUF,14,10.0625,2,13.561070048294589
PHI,14,7.53125,3,11.310062961938865
WAS,14,12.25,4,9.441892283862456
PIT,14,11.96875,5,8.646343276435442
MIN,14,9.6875,6,8.174735140349465
GB,14,11.25,7,7.521327984670473
LAC,14,11.6875,8,5.634647816325659
KC,14,12.3125,9,5.238208381740221
BAL,14,11.40625,10,5.066182166521054
HOU,14,13.25,11,4.599140186201794
CIN,14,14.40625,12,3.217584643172041
TB,14,14.1875,13,2.5140252918661927
SF,14,12.09375,14,2.5014416975962863
DEN,14,11.53125,15,1.7370543713010116
SEA,14,14.34375,16,1.2364222031825238
NO,14,14.625,17,0.2293124140768084
MIA,14,14.0625,18,-0.5826934157612571
ARI,14,14.53125,19,-1.174841946045651
IND,14,15.8125,20,-1.86886630456754
ATL,14,16.78125,21,-2.5783750391887335
CHI,14,19.375,22,-5.2661584450204
NYJ,14,15.8125,23,-5.756266494783068
TEN,14,16.0625,24,-6.738940641678045
CLE,14,20.875,25,-6.881579318860666
NYG,14,18.75,26,-7.308759958021971
LA,14,17.375,27,-7.483805298236499
NE,14,18.8125,28,-7.680790248042458
DAL,14,20.90625,29,-9.196524531563904
LV,14,20.34375,30,-11.608462601055784
JAX,14,20.125,31,-12.081952797248984
CAR,14,20.75,32,-12.537356694620764
DET,15,8.625,1,15.113237759483056
BUF,15,10.84375,2,13.061098765968284
PHI,15,6.75,3,12.27321224797561
WAS,15,12.6875,4,9.532601366337923
MIN,15,9.25,5,8.602652451753233
GB,15,10.53125,6,8.433219656852748
BAL,15,10.78125,7,6.874308699250889
PIT,15,12.96875,8,6.539326190028618
KC,15,11.84375,9,5.889468922269997
TB,15,13.5625,10,5.274227986949101
HOU,15,12.40625,11,4.983895363737808
CIN,15,13.9375,12,4.470905844273306
LAC,15,12.9375,13,2.4710388441662188
SF,15,11.75,14,1.975451087271494
DEN,15,11.5625,15,1.2703642761436291
NO,15,14.71875,16,0.4182525444787756
SEA,15,14.9375,17,-0.11446672989426016
MIA,15,14.5,18,-0.3537882344740897
ARI,15,14.25,19,-0.9012459973426062
ATL,15,15.875,20,-1.4438198564369666
IND,15,15.09375,21,-1.8134461783117128
NYJ,15,14.9375,22,-5.0008692762169025
LA,15,17.21875,23,-5.936402851261556
CHI,15,19.28125,24,-6.52916597763171
TEN,15,16.53125,25,-6.615849914244682
DAL,15,20.25,26,-7.310454713467708
NE,15,19.40625,27,-7.828789304329155
CLE,15,20.15625,28,-7.862169182314634
NYG,15,20.15625,29,-8.510281592206946
LV,15,20.46875,30,-11.606767441418114
JAX,15,19.90625,31,-12.187668959560348
CAR,15,21,32,-13.220865731835836
DET,16,8.65625,1,15.95655336614256
PHI,16,7.34375,2,11.786010094394998
BUF,16,11.21875,3,11.626467220220382
GB,16,9.3125,4,10.759703409437222
WAS,16,12.25,5,8.593769788157376
BAL,16,9.90625,6,8.049770781390936
MIN,16,9.5,7,7.894175475793521
KC,16,11.28125,8,5.826478241322903
CIN,16,13.53125,9,5.617668143535664
TB,16,13.5625,10,4.83120473014507
HOU,16,12.96875,11,4.227437637944582
PIT,16,13.6875,12,4.2020922415775175
LAC,16,12.3125,13,2.4438737837524913
MIA,16,14.75,14,1.1825416357676164
DEN,16,11.53125,15,0.5566488636171767
SF,16,12.46875,16,0.5487074759405265
SEA,16,15,17,-0.3424943943895265
IND,16,14.375,18,-0.4745954371419637
ATL,16,15.21875,19,-0.48530149377578946
ARI,16,14.625,20,-0.6386738423267649
NO,16,16.25,21,-2.8562161444638643
LA,16,17.09375,22,-4.72779799837
NYJ,16,15,23,-5.3928111179016565
NE,16,19.09375,24,-6.3518003752362455
DAL,16,20.71875,25,-6.450569058780186
CHI,16,19.875,26,-6.820810882503677
TEN,16,17.71875,27,-7.380160890794171
CLE,16,20.25,28,-8.495938593095618
NYG,16,20.5625,29,-8.816199339688529
LV,16,19.875,30,-9.979841135635578
CAR,16,20.46875,31,-12.00552961924971
JAX,16,20.15625,32,-12.436398599770945
